building,geometry
yes,"POLYGON ((73.0097715 33.6885669, 73.0095845 33.6888253, 73.0093951 33.6887366, 73.0095714 33.68848, 73.0097715 33.6885669))"
yes,"POLYGON ((73.009562 33.6889024, 73.0096537 33.688946, 73.0096485 33.6889536, 73.0097427 33.6889984, 73.009615 33.6891842, 73.0095632 33.6891596, 73.0095551 33.6891713, 73.009421 33.6891075, 73.009562 33.6889024))"
yes,"POLYGON ((73.0101837 33.6881416, 73.0102221 33.6880051, 73.0100696 33.6879754, 73.0101116 33.6878262, 73.0101463 33.687833, 73.0101529 33.6878097, 73.010375 33.687853, 73.0103329 33.6880022, 73.0103075 33.6879973, 73.0102625 33.6881569, 73.0101837 33.6881416))"
yes,"POLYGON ((73.0101457 33.6885523, 73.0102619 33.6883919, 73.0104547 33.6884885, 73.0103587 33.6886212, 73.0103174 33.6886005, 73.0102972 33.6886283, 73.0101457 33.6885523))"
yes,"POLYGON ((73.0103912 33.6883812, 73.0105176 33.688222, 73.0106159 33.688276, 73.0104895 33.6884353, 73.0103912 33.6883812))"
yes,"POLYGON ((73.010403 33.688647, 73.0105041 33.6884965, 73.0106942 33.6885849, 73.0105634 33.6887796, 73.0103427 33.688677, 73.0103723 33.6886328, 73.010403 33.688647))"
yes,"POLYGON ((73.0105915 33.688447, 73.010573 33.6884769, 73.0105369 33.6884615, 73.0106559 33.6882692, 73.0108488 33.6883519, 73.0107484 33.6885142, 73.0105915 33.688447))"
yes,"POLYGON ((73.0108467 33.6888777, 73.0109414 33.6887315, 73.0111346 33.6888183, 73.0110398 33.6889644, 73.0108467 33.6888777))"
yes,"POLYGON ((73.0111744 33.6888306, 73.0113511 33.6889188, 73.0112151 33.6891073, 73.0111558 33.6890777, 73.0111934 33.6890257, 73.011137 33.6889975, 73.0110989 33.6890503, 73.011038 33.6890198, 73.0111744 33.6888306))"
yes,"POLYGON ((73.0111883 33.6891823, 73.0112667 33.689071, 73.0113058 33.6890901, 73.0113965 33.6889612, 73.011579 33.6890502, 73.0114655 33.6892114, 73.0113098 33.6891354, 73.0112542 33.6892144, 73.0111883 33.6891823))"
yes,"POLYGON ((73.0117411 33.6888408, 73.0116226 33.6889958, 73.0115207 33.6889418, 73.0115384 33.6889187, 73.0114544 33.6888742, 73.0115455 33.6887551, 73.0116142 33.6887915, 73.0116555 33.6887375, 73.0117097 33.6887661, 73.0116781 33.6888075, 73.0117411 33.6888408))"
yes,"POLYGON ((73.0116317 33.6891033, 73.0118153 33.6891985, 73.0116877 33.6893689, 73.0115041 33.6892738, 73.0116317 33.6891033))"
yes,"POLYGON ((73.0120158 33.6889158, 73.0118841 33.6891445, 73.011666 33.6890574, 73.0117361 33.6889359, 73.0117252 33.6889315, 73.0117628 33.6888662, 73.0117999 33.688881, 73.0118239 33.6888393, 73.0120158 33.6889158))"
yes,"POLYGON ((73.0120425 33.6892909, 73.0119737 33.6894125, 73.0119386 33.6893988, 73.0119143 33.6894416, 73.0117791 33.6893887, 73.0118208 33.6893148, 73.0118046 33.6893084, 73.0118558 33.6892178, 73.0120425 33.6892909))"
yes,"POLYGON ((73.012038 33.6889602, 73.0122328 33.6890426, 73.0121018 33.6892572, 73.0119069 33.6891749, 73.012038 33.6889602))"
yes,"POLYGON ((73.0122122 33.6893484, 73.0122292 33.6893227, 73.0121268 33.689276, 73.0122647 33.6890666, 73.0124524 33.6891521, 73.0122977 33.6893873, 73.0122122 33.6893484))"
yes,"POLYGON ((73.0119572 33.6895117, 73.012087 33.6893205, 73.0122713 33.689407, 73.0121416 33.6895983, 73.0119572 33.6895117))"
yes,"POLYGON ((73.0129519 33.6889445, 73.0130457 33.6889913, 73.0129587 33.6891121, 73.0128649 33.6890654, 73.0129519 33.6889445))"
yes,"POLYGON ((73.0130944 33.6889956, 73.0134118 33.6891597, 73.0133074 33.6892996, 73.0129899 33.6891355, 73.0130944 33.6889956))"
yes,"POLYGON ((73.0131258 33.688986, 73.0132308 33.6888405, 73.0134325 33.6889412, 73.0133274 33.6890867, 73.0131258 33.688986))"
yes,"POLYGON ((73.0131764 33.6888123, 73.0130811 33.6889654, 73.0128307 33.6888575, 73.012879 33.6887801, 73.0129086 33.6887928, 73.0129557 33.6887172, 73.0131764 33.6888123))"
yes,"POLYGON ((73.0129273 33.6889446, 73.0128507 33.6890405, 73.0127316 33.6889746, 73.0128083 33.6888787, 73.0129273 33.6889446))"
yes,"POLYGON ((73.0135113 33.688762, 73.0135519 33.688783, 73.0134508 33.6889181, 73.013271 33.688825, 73.0133884 33.688668, 73.0135276 33.6887401, 73.0135113 33.688762))"
yes,"POLYGON ((73.0129912 33.6886812, 73.0130399 33.6886043, 73.0130819 33.6886227, 73.0131073 33.6885825, 73.0130653 33.6885641, 73.0130885 33.6885274, 73.0133216 33.6886296, 73.0132243 33.6887833, 73.0129912 33.6886812))"
yes,"POLYGON ((73.0132259 33.6884166, 73.0132752 33.6883492, 73.0133965 33.6884106, 73.0133155 33.6885214, 73.0133762 33.6885521, 73.0133416 33.6885993, 73.0131968 33.688526, 73.013263 33.6884354, 73.0132259 33.6884166))"
yes,"POLYGON ((73.0136774 33.6883088, 73.0138794 33.6884107, 73.013758 33.6885772, 73.0137188 33.6885574, 73.0137331 33.6885378, 73.0136311 33.6884863, 73.0136335 33.6884831, 73.0135394 33.6884356, 73.0135917 33.6883638, 73.0135871 33.6883614, 73.0136192 33.6883174, 73.0136572 33.6883366, 73.0136774 33.6883088))"
yes,"POLYGON ((73.013425 33.6881786, 73.013586 33.6882519, 73.0134888 33.6883996, 73.0132577 33.6882943, 73.0133006 33.6882291, 73.0133708 33.688261, 73.013425 33.6881786))"
yes,"POLYGON ((73.0135058 33.6885895, 73.0135226 33.6885622, 73.0134567 33.6885342, 73.0134894 33.6884811, 73.0137563 33.6885949, 73.0137439 33.688615, 73.0137787 33.6886299, 73.0137417 33.68869, 73.0135058 33.6885895))"
yes,"POLYGON ((73.0135496 33.6879851, 73.0137408 33.6880598, 73.0136427 33.6882335, 73.013546 33.6881957, 73.0135687 33.6881555, 73.0134742 33.6881186, 73.0135496 33.6879851))"
yes,"POLYGON ((73.0141475 33.6881415, 73.013982 33.6880752, 73.0140309 33.6879907, 73.0141963 33.688057, 73.0141475 33.6881415))"
yes,"POLYGON ((73.0140327 33.687979, 73.0140816 33.6878675, 73.0142141 33.6879078, 73.0141903 33.6879622, 73.0142518 33.6879808, 73.0142267 33.688038, 73.0140327 33.687979))"
yes,"POLYGON ((73.013519 33.6878584, 73.0136379 33.687663, 73.0137967 33.6877298, 73.0138258 33.6876819, 73.0138942 33.6877106, 73.0138726 33.6877462, 73.0139729 33.6877884, 73.0139459 33.6878328, 73.0140313 33.6878688, 73.0139319 33.6880323, 73.013519 33.6878584))"
yes,"POLYGON ((73.0134235 33.6875123, 73.0136301 33.6876069, 73.0136505 33.6875761, 73.0137218 33.6876087, 73.0137048 33.6876344, 73.0136602 33.687614, 73.0135764 33.6877407, 73.0135592 33.6877329, 73.0135173 33.6877962, 73.0134851 33.6877815, 73.0134669 33.6878089, 73.0133722 33.6877655, 73.0133768 33.6877587, 73.0132875 33.6877178, 73.0134235 33.6875123))"
yes,"POLYGON ((73.0131767 33.687384, 73.0132393 33.6874027, 73.0132169 33.6874323, 73.0133768 33.6875116, 73.0132337 33.6876782, 73.0130327 33.687577, 73.0131767 33.687384))"
yes,"POLYGON ((73.0131297 33.6874097, 73.0130172 33.6875605, 73.0129553 33.6875285, 73.0129589 33.6875236, 73.0128531 33.687469, 73.012962 33.687323, 73.0131297 33.6874097))"
yes,"POLYGON ((72.996183 33.6947857, 72.99632 33.6945612, 72.9964236 33.694605, 72.9962865 33.6948295, 72.996183 33.6947857))"
yes,"POLYGON ((72.9966911 33.6947637, 72.9966339 33.6948518, 72.9965542 33.6948159, 72.9965205 33.6948677, 72.9964375 33.6948303, 72.9964516 33.6948086, 72.9963757 33.6947745, 72.9964604 33.6946442, 72.9965549 33.6946868, 72.9965471 33.6946989, 72.9966911 33.6947637))"
yes,"POLYGON ((72.9970925 33.6949203, 72.9971528 33.6949473, 72.9971331 33.6949776, 72.9970728 33.6949506, 72.9970925 33.6949203))"
yes,"POLYGON ((72.9972251 33.6950441, 72.9970793 33.6952573, 72.9969659 33.6952036, 72.9971117 33.6949904, 72.9972251 33.6950441))"
yes,"POLYGON ((72.9975037 33.6951594, 72.9973603 33.6954108, 72.9972925 33.695384, 72.9973211 33.6953338, 72.997265 33.6953117, 72.9973798 33.6951105, 72.9975037 33.6951594))"
yes,"POLYGON ((72.9972574 33.6950691, 72.9973691 33.6951131, 72.9972405 33.6953392, 72.9971704 33.6953116, 72.9971849 33.695286, 72.9971433 33.6952696, 72.9972574 33.6950691))"
yes,"POLYGON ((72.9976281 33.695519, 72.9975087 33.6954732, 72.997625 33.6952634, 72.9977445 33.6953092, 72.9976281 33.695519))"
yes,"POLYGON ((72.9975522 33.6952648, 72.9975756 33.6952267, 72.9976288 33.6952493, 72.9976055 33.6952874, 72.9975522 33.6952648))"
yes,"POLYGON ((72.9976383 33.6950433, 72.9978619 33.6951289, 72.9977993 33.6952422, 72.9975756 33.6951567, 72.9976383 33.6950433))"
yes,"POLYGON ((72.9977137 33.6949356, 72.9979354 33.6950176, 72.9978796 33.695122, 72.9976579 33.6950399, 72.9977137 33.6949356))"
yes,"POLYGON ((72.9973119 33.6950209, 72.9974363 33.694802, 72.9975634 33.694852, 72.9976728 33.6948989, 72.9976475 33.6949476, 72.9975521 33.6951154, 72.9973119 33.6950209))"
yes,"POLYGON ((72.9971618 33.6949276, 72.9973027 33.6947291, 72.9974169 33.6947852, 72.9972759 33.6949837, 72.9971618 33.6949276))"
yes,"POLYGON ((72.9973382 33.6947166, 72.9974556 33.694767, 72.9973505 33.6949117, 72.9973109 33.6949587, 72.9972801 33.6949505, 72.9972114 33.694921, 72.9973382 33.6947166))"
yes,"POLYGON ((72.9965149 33.6945656, 72.9966809 33.6943246, 72.9967988 33.6943745, 72.9966364 33.694632, 72.9965149 33.6945656))"
yes,"POLYGON ((72.9965087 33.694284, 72.9966299 33.6943333, 72.996488 33.6945746, 72.9963668 33.6945253, 72.9965087 33.694284))"
yes,"POLYGON ((72.9965068 33.6942809, 72.9963584 33.6944955, 72.9962556 33.6944463, 72.996404 33.6942317, 72.9965068 33.6942809))"
yes,"POLYGON ((72.996263 33.6941513, 72.9963886 33.694219, 72.9962438 33.6944002, 72.9961413 33.6943501, 72.996263 33.6941513))"
yes,"POLYGON ((72.9961507 33.6940684, 72.9962556 33.6941361, 72.9961158 33.6943523, 72.9959809 33.6942888, 72.9959951 33.6942626, 72.9960427 33.6942083, 72.9961507 33.6940684))"
yes,"POLYGON ((72.9966426 33.6928875, 72.9968506 33.6929764, 72.9967279 33.6931751, 72.9965984 33.6931198, 72.9965756 33.6931569, 72.9965161 33.6931315, 72.9966279 33.6929504, 72.9966088 33.6929422, 72.9966426 33.6928875))"
yes,"POLYGON ((72.9967576 33.6932109, 72.9968696 33.6930363, 72.9970283 33.6931067, 72.9969163 33.6932814, 72.9967576 33.6932109))"
yes,"POLYGON ((72.9969388 33.6932947, 72.9970439 33.6931227, 72.9971782 33.6931795, 72.997073 33.6933515, 72.9969388 33.6932947))"
yes,"POLYGON ((72.9972122 33.6932151, 72.99734 33.6932596, 72.9972359 33.6934666, 72.9970465 33.6934006, 72.9970722 33.6933494, 72.9971339 33.6933708, 72.9972122 33.6932151))"
yes,"POLYGON ((72.9972712 33.6934737, 72.9974011 33.6932982, 72.9975392 33.6933689, 72.9974093 33.6935445, 72.9972712 33.6934737))"
yes,"POLYGON ((72.9975897 33.693638, 72.9974444 33.6935792, 72.9975556 33.6933887, 72.997701 33.6934475, 72.9975897 33.693638))"
yes,"POLYGON ((72.997738 33.6934784, 72.9978786 33.6935422, 72.997776 33.6936987, 72.9976354 33.6936349, 72.997738 33.6934784))"
yes,"POLYGON ((72.9980534 33.6936366, 72.9979362 33.6938108, 72.9977923 33.6937438, 72.9979094 33.6935696, 72.9980534 33.6936366))"
yes,"POLYGON ((72.9979656 33.6938344, 72.9980734 33.6936906, 72.9982124 33.6937628, 72.9981046 33.6939065, 72.9979656 33.6938344))"
yes,"POLYGON ((72.998137 33.6939315, 72.9982666 33.6937571, 72.9984044 33.693828, 72.9982748 33.6940023, 72.998137 33.6939315))"
yes,"POLYGON ((72.9983179 33.6940332, 72.9984413 33.6938497, 72.9985791 33.6939138, 72.9984556 33.6940974, 72.9983179 33.6940332))"
yes,"POLYGON ((72.9984917 33.694121, 72.9986125 33.6939436, 72.9987424 33.6940049, 72.9986216 33.6941822, 72.9984917 33.694121))"
yes,"POLYGON ((72.9967004 33.6926911, 72.9968422 33.6927553, 72.9967533 33.6928914, 72.9967119 33.6928726, 72.9967344 33.6928382, 72.9966889 33.6928176, 72.9967058 33.6927918, 72.9966509 33.6927669, 72.9967004 33.6926911))"
yes,"POLYGON ((72.9969106 33.6929961, 72.9970376 33.6928076, 72.9971743 33.6928714, 72.9970473 33.6930599, 72.9969106 33.6929961))"
yes,"POLYGON ((72.9973467 33.6929744, 72.9972796 33.693065, 72.9971464 33.6929968, 72.9972135 33.6929062, 72.9973467 33.6929744))"
yes,"POLYGON ((72.9972753 33.6930679, 72.9972137 33.6931512, 72.9970775 33.6930815, 72.9971391 33.6929982, 72.9972753 33.6930679))"
yes,"POLYGON ((72.9975115 33.6930524, 72.9973747 33.693229, 72.9972515 33.693163, 72.99737 33.69301, 72.9974173 33.6930354, 72.9974357 33.6930118, 72.9975115 33.6930524))"
yes,"POLYGON ((72.9976763 33.6932082, 72.9976589 33.6932333, 72.9976387 33.6932237, 72.997564 33.6933317, 72.9974299 33.6932675, 72.9975221 33.6931343, 72.9976763 33.6932082))"
yes,"POLYGON ((72.9975524 33.6930874, 72.997699 33.6931453, 72.9976715 33.6931936, 72.9975248 33.6931357, 72.9975524 33.6930874))"
yes,"POLYGON ((72.9976022 33.6933539, 72.9977283 33.6931883, 72.9978585 33.6932569, 72.9977324 33.6934225, 72.9976022 33.6933539))"
yes,"POLYGON ((72.9980416 33.693333, 72.9979263 33.6935096, 72.9977813 33.6934441, 72.997873 33.6933037, 72.997847 33.6932919, 72.9978706 33.6932557, 72.9980416 33.693333))"
yes,"POLYGON ((72.9980396 33.6933847, 72.9981846 33.6934402, 72.998095 33.6936023, 72.99795 33.6935468, 72.9980396 33.6933847))"
yes,"POLYGON ((72.9982398 33.6934549, 72.9983822 33.6935085, 72.9982779 33.6937002, 72.9981355 33.6936466, 72.9982398 33.6934549))"
yes,"POLYGON ((72.9984225 33.693549, 72.9985622 33.6936191, 72.9984364 33.6937925, 72.9982968 33.6937224, 72.9984225 33.693549))"
yes,"POLYGON ((72.9985794 33.6936529, 72.9987131 33.6937055, 72.9986157 33.693877, 72.998482 33.6938244, 72.9985794 33.6936529))"
yes,"POLYGON ((72.9986485 33.693914, 72.9987799 33.6937059, 72.9989114 33.6937634, 72.9987799 33.6939715, 72.9986485 33.693914))"
yes,"POLYGON ((72.9967253 33.6924015, 72.9967859 33.6922586, 72.9967298 33.6922422, 72.9967441 33.6922084, 72.9969541 33.69227, 72.9968792 33.6924467, 72.9967253 33.6924015))"
yes,"POLYGON ((72.997256 33.6924457, 72.9971545 33.692582, 72.9969103 33.6924561, 72.9970118 33.6923198, 72.997256 33.6924457))"
yes,"POLYGON ((72.9971831 33.6926261, 72.9972933 33.6924668, 72.9974081 33.6925218, 72.9972979 33.6926811, 72.9971831 33.6926261))"
yes,"POLYGON ((72.9973131 33.6927109, 72.9974187 33.6925585, 72.9974953 33.6925952, 72.9975057 33.6925801, 72.99755 33.6926013, 72.9974339 33.6927689, 72.9973131 33.6927109))"
yes,"POLYGON ((72.9974659 33.6927778, 72.9975442 33.6926415, 72.9976861 33.692698, 72.9976266 33.6928015, 72.9975633 33.6927763, 72.9975445 33.692809, 72.9974659 33.6927778))"
yes,"POLYGON ((72.9977496 33.6927069, 72.9978235 33.6927483, 72.9978322 33.6927375, 72.9978793 33.6927639, 72.9977588 33.6929129, 72.9976378 33.6928452, 72.9977496 33.6927069))"
yes,"POLYGON ((72.9978876 33.6927799, 72.9980133 33.6928353, 72.9979074 33.6930017, 72.9977817 33.6929463, 72.9978876 33.6927799))"
yes,"POLYGON ((72.9979137 33.693013, 72.9980114 33.6928477, 72.9981475 33.6929035, 72.9980497 33.6930687, 72.9979137 33.693013))"
yes,"POLYGON ((72.9980555 33.6930908, 72.998165 33.6929226, 72.9982874 33.6929778, 72.9981778 33.693146, 72.9980555 33.6930908))"
yes,"POLYGON ((72.9984365 33.6930889, 72.9983465 33.6932099, 72.9982262 33.693148, 72.9983162 33.693027, 72.9984365 33.6930889))"
yes,"POLYGON ((72.9983663 33.6932701, 72.9983837 33.6932432, 72.9983628 33.6932339, 72.9984629 33.6930789, 72.9985972 33.693139, 72.9984798 33.6933208, 72.9983663 33.6932701))"
yes,"POLYGON ((72.9985054 33.6933141, 72.9986009 33.6931537, 72.9986741 33.6931839, 72.9986597 33.6932081, 72.9987114 33.6932294, 72.9986303 33.6933656, 72.9985054 33.6933141))"
yes,"POLYGON ((72.9986593 33.6933733, 72.9987633 33.6932397, 72.9988794 33.6933022, 72.9987754 33.6934359, 72.9986593 33.6933733))"
yes,"POLYGON ((72.9988173 33.693477, 72.9989019 33.6933214, 72.99903 33.6933696, 72.9989454 33.6935252, 72.9988173 33.693477))"
yes,"POLYGON ((72.9990336 33.6933989, 72.9991624 33.6934397, 72.9990834 33.6936122, 72.9989546 33.6935714, 72.9990336 33.6933989))"
yes,"POLYGON ((72.996741 33.692139, 72.996803 33.6920309, 72.9970444 33.6921267, 72.9970554 33.6921075, 72.9970937 33.6921227, 72.9970207 33.6922499, 72.996741 33.692139))"
yes,"POLYGON ((72.9973844 33.6922825, 72.997301 33.6924146, 72.9971843 33.6923636, 72.9972147 33.6923154, 72.9971748 33.692298, 72.9971505 33.6923365, 72.9970327 33.692285, 72.9971105 33.6921618, 72.9970937 33.6921544, 72.9971246 33.6921055, 72.9972813 33.6921739, 72.9972498 33.6922237, 72.9973844 33.6922825))"
yes,"POLYGON ((72.9974255 33.6922617, 72.9975534 33.6923239, 72.9974371 33.6924893, 72.9973092 33.692427, 72.9974255 33.6922617))"
yes,"POLYGON ((72.9974677 33.6925115, 72.9975852 33.6923394, 72.9977069 33.6923968, 72.9975894 33.692569, 72.9974677 33.6925115))"
yes,"POLYGON ((72.9977546 33.692613, 72.9977109 33.6925924, 72.9976891 33.6926246, 72.9975854 33.6925758, 72.9976429 33.6924912, 72.9976734 33.6925056, 72.9977308 33.692421, 72.9978477 33.692476, 72.9977546 33.692613))"
yes,"POLYGON ((72.997789 33.6926729, 72.9978969 33.692517, 72.9980157 33.692574, 72.9979079 33.6927298, 72.997789 33.6926729))"
yes,"POLYGON ((72.9979351 33.6927485, 72.9980467 33.6926022, 72.9981614 33.6926628, 72.9980498 33.6928091, 72.9979351 33.6927485))"
yes,"POLYGON ((72.9981755 33.6926727, 72.998292 33.6927288, 72.9981874 33.6928792, 72.9980709 33.6928231, 72.9981755 33.6926727))"
yes,"POLYGON ((72.9982149 33.6929005, 72.9983115 33.6927444, 72.9984387 33.6927989, 72.9983421 33.692955, 72.9982149 33.6929005))"
yes,"POLYGON ((73.0028856 33.6874225, 73.002949 33.6874499, 73.002927 33.687485, 73.0030621 33.6875435, 73.0029325 33.6877507, 73.0027544 33.6876737, 73.0027869 33.6876217, 73.0027666 33.6876129, 73.0028856 33.6874225))"
yes,"POLYGON ((73.0031802 33.6878997, 73.0032511 33.687785, 73.0032193 33.6877714, 73.0031554 33.6878748, 73.0030429 33.6878267, 73.0030309 33.6878461, 73.0029143 33.6877962, 73.0030507 33.6875756, 73.0035236 33.687778, 73.0033923 33.6879905, 73.0031802 33.6878997))"
yes,"POLYGON ((73.0031382 33.687872, 73.003128 33.6878905, 73.0030415 33.6878576, 73.0030517 33.6878391, 73.0031382 33.687872))"
yes,"POLYGON ((73.0035338 33.6878225, 73.0036424 33.6878707, 73.0036213 33.6879037, 73.0037055 33.6879411, 73.0036004 33.6881051, 73.0034076 33.6880195, 73.0035338 33.6878225))"
yes,"POLYGON ((73.0036252 33.687747, 73.0036037 33.6877775, 73.0035538 33.6877531, 73.0035754 33.6877226, 73.0036252 33.687747))"
yes,"POLYGON ((73.0039552 33.6880369, 73.003842 33.6882256, 73.0036444 33.6881436, 73.0037576 33.6879548, 73.0039552 33.6880369))"
yes,"POLYGON ((73.0024165 33.687723, 73.0023458 33.6878084, 73.0021802 33.6877135, 73.0022509 33.6876281, 73.0024165 33.687723))"
yes,"POLYGON ((73.0022503 33.6876144, 73.0023173 33.6875202, 73.0025001 33.6876102, 73.0024331 33.6877044, 73.0022503 33.6876144))"
yes,"POLYGON ((73.0025856 33.6875261, 73.002483 33.6874831, 73.0024517 33.6875346, 73.0022921 33.6874677, 73.002318 33.687425, 73.0023522 33.6874393, 73.0024234 33.6873219, 73.0024568 33.6873359, 73.0025065 33.6872541, 73.002701 33.6873358, 73.0025856 33.6875261))"
yes,"POLYGON ((73.0024853 33.6874904, 73.0025739 33.6875243, 73.0025474 33.6875722, 73.0024588 33.6875383, 73.0024853 33.6874904))"
yes,"POLYGON ((73.0021042 33.6877063, 73.001964 33.687634, 73.001982 33.6876098, 73.0019451 33.6875908, 73.0019872 33.6875344, 73.0022023 33.6876453, 73.0021574 33.6877056, 73.0021193 33.687686, 73.0021042 33.6877063))"
yes,"POLYGON ((73.0022796 33.687476, 73.0021849 33.6876249, 73.0020172 33.6875511, 73.0021119 33.6874022, 73.0022796 33.687476))"
yes,"POLYGON ((73.00217 33.6873529, 73.0022584 33.6871814, 73.0024555 33.6872518, 73.002367 33.6874233, 73.00217 33.6873529))"
yes,"POLYGON ((73.0017529 33.6874878, 73.001876 33.6873005, 73.0020577 33.6873832, 73.0019347 33.6875705, 73.0017529 33.6874878))"
yes,"POLYGON ((73.0021993 33.6871235, 73.0021763 33.6871604, 73.0022178 33.6871784, 73.0021301 33.687319, 73.0020075 33.6872661, 73.0020037 33.6872721, 73.0019319 33.6872411, 73.0020463 33.6870575, 73.0021993 33.6871235))"
yes,"POLYGON ((73.0017151 33.6871285, 73.0018391 33.686936, 73.002012 33.6870132, 73.0018881 33.6872056, 73.0017151 33.6871285))"
yes,"POLYGON ((73.0016277 33.6872064, 73.0017996 33.6872754, 73.0018122 33.6872537, 73.001847 33.6872676, 73.0017651 33.6874089, 73.0017456 33.687401, 73.0016811 33.6875122, 73.0016332 33.687493, 73.001662 33.6874434, 73.001612 33.6874233, 73.0016021 33.6874403, 73.0015128 33.6874045, 73.0016277 33.6872064))"
yes,"POLYGON ((73.0029296 33.6870508, 73.0028657 33.687146, 73.0026518 33.6870466, 73.0026472 33.6870534, 73.0025818 33.687023, 73.0025939 33.687005, 73.002459 33.6869422, 73.0025303 33.6868361, 73.002518 33.6868304, 73.0025644 33.6867613, 73.0026073 33.6867813, 73.002618 33.6867653, 73.0027951 33.6868476, 73.0027232 33.6869548, 73.0029296 33.6870508))"
yes,"POLYGON ((73.0022488 33.686811, 73.0023662 33.6866388, 73.002563 33.6867318, 73.0023968 33.6869755, 73.002346 33.6869516, 73.002373 33.6869121, 73.002246 33.6868521, 73.0022386 33.6868629, 73.0021879 33.686839, 73.0022171 33.6867961, 73.0022488 33.686811))"
yes,"POLYGON ((73.0026382 33.6870828, 73.0026594 33.6870498, 73.0027032 33.6870693, 73.002682 33.6871023, 73.0026382 33.6870828))"
yes,"POLYGON ((73.0030879 33.6871717, 73.0032753 33.6872574, 73.0031915 33.6873842, 73.0030041 33.6872985, 73.0030879 33.6871717))"
yes,"POLYGON ((73.0033832 33.6871837, 73.0035874 33.6872683, 73.0034676 33.6874686, 73.0034246 33.6874508, 73.0034214 33.6874562, 73.0032515 33.6873859, 73.0032847 33.6873304, 73.0032933 33.687334, 73.0033832 33.6871837))"
